positionid,vehicleid,timeposition,latitude,longitude,altitude,speed,heading,vehiclestopped,timesave,internalnumber
9010,9,2024-02-25 13:23:21,59.204767,17.6627696,38,53,328,0,2024-02-25 13:23:21,10
9011,9,2024-02-26 13:23:21,59.3306739,18.0333361,34,28,280,0,2024-02-26 13:23:21,11
9012,9,2024-02-27 13:23:21,59.2857709,17.9108296,69,0,138,1,2024-02-27 13:23:21,12
9013,9,2024-02-28 13:23:21,59.37235,17.9799779,58,36,326,0,2024-02-28 13:23:21,13
9014,9,2024-02-29 13:23:21,59.3395881,18.0381471,43,22,336,0,2024-02-29 13:23:21,14
9015,9,2024-03-01 13:23:21,59.3393488,18.0982173,63,99,141,0,2024-03-01 13:23:21,15
9016,9,2024-03-02 13:23:21,59.2410353,18.1818729,31,41,78,0,2024-03-02 13:23:21,16
9017,9,2024-03-03 13:23:21,59.2542746,18.1814056,31,109,230,0,2024-03-03 13:23:21,17
9018,9,2024-03-04 13:23:21,59.3281863,18.0467903,59,12,9,0,2024-03-04 13:23:21,18
9019,9,2024-03-05 13:23:21,59.3626604,17.9636942,40,27,175,0,2024-03-05 13:23:21,19
9020,9,2024-03-06 13:23:21,59.3098591,18.0710491,33,36,188,0,2024-03-06 13:23:21,20
9021,9,2024-03-07 13:23:21,59.3080988,17.9604139,60,39,180,0,2024-03-07 13:23:21,21
9022,9,2024-03-08 13:23:21,59.3380561,18.099298,51,92,33,0,2024-03-08 13:23:21,22
9023,9,2024-03-09 13:23:21,59.2001274,17.7817374,50,89,126,0,2024-03-09 13:23:21,23
9024,9,2024-03-10 13:23:21,59.2594383,17.8590638,40,61,191,0,2024-03-10 13:23:21,24
9025,9,2024-03-11 13:23:21,59.2943643,17.998543,34,89,333,0,2024-03-11 13:23:21,25
9026,9,2024-03-12 13:23:21,59.2558746,18.0286756,40,98,212,0,2024-03-12 13:23:21,26
9027,9,2024-03-13 13:23:21,59.3462493,18.0761693,45,72,287,0,2024-03-13 13:23:21,27
9028,9,2024-03-14 13:23:21,59.3645927,18.1347333,60,0,310,1,2024-03-14 13:23:21,28
9029,9,2024-03-15 13:23:21,59.2933861,17.9709154,42,20,60,0,2024-03-15 13:23:21,29
9030,9,2024-03-16 13:23:21,59.2575484,18.0202058,69,79,239,0,2024-03-16 13:23:21,30
9031,9,2024-03-17 13:23:21,59.3595135,18.095775,70,93,6,0,2024-03-17 13:23:21,31
9032,9,2024-03-18 13:23:21,59.333033,18.0919851,36,42,297,0,2024-03-18 13:23:21,32
9033,9,2024-03-19 13:23:21,59.3143287,18.0341921,36,30,264,0,2024-03-19 13:23:21,33
9034,9,2024-03-20 13:23:21,59.2159281,18.1490218,47,16,14,0,2024-03-20 13:23:21,34
9035,9,2024-03-21 13:23:21,59.2442882,18.1896001,57,71,130,0,2024-03-21 13:23:21,35
9036,9,2024-03-22 13:23:21,59.3582519,18.0865936,30,71,28,0,2024-03-22 13:23:21,36
9037,9,2024-03-23 13:23:21,59.2606648,17.8994325,55,90,225,0,2024-03-23 13:23:21,37
9038,9,2024-03-24 13:23:21,59.2958759,18.0695,28,0,129,1,2024-03-24 13:23:21,38
9039,9,2024-03-25 13:23:21,59.3038729,18.1246976,55,10,354,0,2024-03-25 13:23:21,39
9040,9,2024-03-26 13:23:21,59.2320981,18.1601,56,0,66,1,2024-03-26 13:23:21,40
9041,9,2024-03-27 13:23:21,59.3076837,18.0769216,60,57,218,0,2024-03-27 13:23:21,41
9042,9,2024-03-28 13:23:21,59.3174227,17.7542441,39,18,48,0,2024-03-28 13:23:21,42
9043,9,2024-03-29 13:23:21,59.1998201,17.7898199,41,4,332,0,2024-03-29 13:23:21,43
9044,9,2024-03-30 13:23:21,59.2737691,18.0750589,55,0,19,1,2024-03-30 13:23:21,44
9045,9,2024-03-31 13:23:21,59.3106353,18.1599939,43,48,142,0,2024-03-31 13:23:21,45
9046,9,2024-04-01 13:23:21,59.3527134,18.1992479,62,35,244,0,2024-04-01 13:23:21,46
9047,9,2024-04-02 13:23:21,59.3382362,18.1030716,55,29,142,0,2024-04-02 13:23:21,47
9048,9,2024-04-03 13:23:21,59.3487677,18.0624861,56,11,17,0,2024-04-03 13:23:21,48
9049,9,2024-04-04 13:23:21,59.2943029,18.1095162,35,13,199,0,2024-04-04 13:23:21,49
9050,9,2024-04-05 13:23:21,59.2358865,18.1365155,59,21,246,0,2024-04-05 13:23:21,50
9051,9,2024-04-06 13:23:21,59.3600891,18.1207173,53,26,25,0,2024-04-06 13:23:21,51
9052,9,2024-04-07 13:23:21,59.2273441,18.0856541,60,0,281,1,2024-04-07 13:23:21,52
9053,9,2024-04-08 13:23:21,59.2123179,18.08354,65,66,54,0,2024-04-08 13:23:21,53
9054,9,2024-04-09 13:23:21,59.3637246,18.1227706,55,74,219,0,2024-04-09 13:23:21,54
9055,9,2024-04-10 13:23:21,59.3120361,18.218179,40,101,87,0,2024-04-10 13:23:21,55
9056,9,2024-04-11 13:23:21,59.2033108,18.0678718,63,56,120,0,2024-04-11 13:23:21,56
9057,9,2024-04-12 13:23:21,59.2886374,17.9540539,54,9,28,0,2024-04-12 13:23:21,57
9058,9,2024-04-13 13:23:21,59.2124455,17.9014228,49,38,116,0,2024-04-13 13:23:21,58
9059,9,2024-04-14 13:23:21,59.2142201,17.8298216,59,0,239,1,2024-04-14 13:23:21,59
9060,9,2024-04-15 13:23:21,59.3145657,18.0909227,40,47,279,0,2024-04-15 13:23:21,60
9061,9,2024-04-16 13:23:21,59.2031265,18.21587,64,67,71,0,2024-04-16 13:23:21,61
9062,9,2024-04-17 13:23:21,59.2328969,17.8564076,47,0,48,1,2024-04-17 13:23:21,62
9063,9,2024-04-18 13:23:21,59.3380075,17.9375822,63,2,90,0,2024-04-18 13:23:21,63
9064,9,2024-04-19 13:23:21,59.3061919,18.1094661,30,0,332,1,2024-04-19 13:23:21,64
9065,9,2024-04-20 13:23:21,59.2768206,17.904908,58,73,59,0,2024-04-20 13:23:21,65
9066,9,2024-04-21 13:23:21,59.3722131,18.0129414,67,69,190,0,2024-04-21 13:23:21,66
9067,9,2024-04-22 13:23:21,59.3316521,18.0845643,39,0,344,1,2024-04-22 13:23:21,67
9068,9,2024-04-23 13:23:21,59.2748804,18.0603286,52,22,12,0,2024-04-23 13:23:21,68
9069,9,2024-04-24 13:23:21,59.3580033,18.0202839,40,109,91,0,2024-04-24 13:23:21,69
9070,9,2024-04-25 13:23:21,59.2280895,18.2714393,43,0,201,1,2024-04-25 13:23:21,70
9071,9,2024-04-26 13:23:21,59.3686176,18.1323676,53,48,101,0,2024-04-26 13:23:21,71
9072,9,2024-04-27 13:23:21,59.2074113,17.761203,60,0,353,1,2024-04-27 13:23:21,72
9073,9,2024-04-28 13:23:21,59.3441419,18.0353285,62,71,94,0,2024-04-28 13:23:21,73
9074,9,2024-04-29 13:23:21,59.3529618,18.0658622,52,64,113,0,2024-04-29 13:23:21,74
9075,9,2024-04-30 13:23:21,59.2753526,17.9038507,47,113,247,0,2024-04-30 13:23:21,75
9076,9,2024-05-01 13:23:21,59.3345068,18.0126633,44,86,232,0,2024-05-01 13:23:21,76
9077,9,2024-05-02 13:23:21,59.2595014,18.1843998,57,2,331,0,2024-05-02 13:23:21,77
9078,9,2024-05-03 13:23:21,59.2712665,17.994918,56,88,259,0,2024-05-03 13:23:21,78
9079,9,2024-05-04 13:23:21,59.273143,17.9223183,49,60,3,0,2024-05-04 13:23:21,79
9080,9,2024-05-05 13:23:21,59.3798536,18.1839215,67,100,210,0,2024-05-05 13:23:21,80
9081,9,2024-05-06 13:23:21,59.3554683,18.295843,35,68,81,0,2024-05-06 13:23:21,81
9082,9,2024-05-07 13:23:21,59.2986176,18.0590611,42,0,228,1,2024-05-07 13:23:21,82
9083,9,2024-05-08 13:23:21,59.3491987,18.0611926,40,90,266,0,2024-05-08 13:23:21,83
9084,9,2024-05-09 13:23:21,59.2477384,18.0090762,43,0,165,1,2024-05-09 13:23:21,84
9085,9,2024-05-10 13:23:21,59.3401797,18.0318686,56,83,161,0,2024-05-10 13:23:21,85
9086,9,2024-05-11 13:23:21,59.2977415,18.1798068,59,31,258,0,2024-05-11 13:23:21,86
9087,9,2024-05-12 13:23:21,59.3751036,18.0311873,50,0,21,1,2024-05-12 13:23:21,87
9088,9,2024-05-13 13:23:21,59.2101687,17.6417572,70,23,125,0,2024-05-13 13:23:21,88
9089,9,2024-05-14 13:23:21,59.2333639,17.8673151,46,0,287,1,2024-05-14 13:23:21,89
9090,9,2024-05-15 13:23:21,59.2631487,18.0495206,31,4,282,0,2024-05-15 13:23:21,90
10001,10,2024-02-16 13:23:21,59.3854312,18.0612522,65,0,35,1,2024-02-16 13:23:21,1
10002,10,2024-02-17 13:23:21,59.3466203,18.1558804,33,53,262,0,2024-02-17 13:23:21,2
10003,10,2024-02-18 13:23:21,59.2310836,18.2186066,63,118,15,0,2024-02-18 13:23:21,3
10004,10,2024-02-19 13:23:21,59.2675661,18.0086801,45,0,39,1,2024-02-19 13:23:21,4
10005,10,2024-02-20 13:23:21,59.3292591,17.9193346,56,86,331,0,2024-02-20 13:23:21,5
10006,10,2024-02-21 13:23:21,59.3851009,17.9378087,70,0,211,1,2024-02-21 13:23:21,6
10007,10,2024-02-22 13:23:21,59.1949492,18.0919467,29,79,182,0,2024-02-22 13:23:21,7
10008,10,2024-02-23 13:23:21,59.3447748,18.034811,36,29,158,0,2024-02-23 13:23:21,8
10009,10,2024-02-24 13:23:21,59.204767,17.6627696,38,46,255,0,2024-02-24 13:23:21,9
10010,10,2024-02-25 13:23:21,59.3306739,18.0333361,32,38,99,0,2024-02-25 13:23:21,10
10011,10,2024-02-26 13:23:21,59.2857709,17.9108296,51,38,314,0,2024-02-26 13:23:21,11
10012,10,2024-02-27 13:23:21,59.37235,17.9799779,38,114,170,0,2024-02-27 13:23:21,12
10013,10,2024-02-28 13:23:21,59.3395881,18.0381471,61,64,223,0,2024-02-28 13:23:21,13
10014,10,2024-02-29 13:23:21,59.3393488,18.0982173,42,15,186,0,2024-02-29 13:23:21,14
10015,10,2024-03-01 13:23:21,59.2410353,18.1818729,33,38,199,0,2024-03-01 13:23:21,15
10016,10,2024-03-02 13:23:21,59.2542746,18.1814056,67,116,239,0,2024-03-02 13:23:21,16
10017,10,2024-03-03 13:23:21,59.3281863,18.0467903,37,0,235,1,2024-03-03 13:23:21,17
10018,10,2024-03-04 13:23:21,59.3626604,17.9636942,69,0,254,1,2024-03-04 13:23:21,18
10019,10,2024-03-05 13:23:21,59.3098591,18.0710491,57,93,299,0,2024-03-05 13:23:21,19
10020,10,2024-03-06 13:23:21,59.3080988,17.9604139,42,104,65,0,2024-03-06 13:23:21,20
10021,10,2024-03-07 13:23:21,59.3380561,18.099298,40,0,198,1,2024-03-07 13:23:21,21
10022,10,2024-03-08 13:23:21,59.2001274,17.7817374,32,70,68,0,2024-03-08 13:23:21,22
10023,10,2024-03-09 13:23:21,59.2594383,17.8590638,52,110,195,0,2024-03-09 13:23:21,23
10024,10,2024-03-10 13:23:21,59.2943643,17.998543,63,61,303,0,2024-03-10 13:23:21,24
10025,10,2024-03-11 13:23:21,59.2558746,18.0286756,36,0,352,1,2024-03-11 13:23:21,25
10026,10,2024-03-12 13:23:21,59.3462493,18.0761693,30,58,183,0,2024-03-12 13:23:21,26
10027,10,2024-03-13 13:23:21,59.3645927,18.1347333,58,37,354,0,2024-03-13 13:23:21,27
10028,10,2024-03-14 13:23:21,59.2933861,17.9709154,68,85,92,0,2024-03-14 13:23:21,28
10029,10,2024-03-15 13:23:21,59.2575484,18.0202058,61,60,98,0,2024-03-15 13:23:21,29
10030,10,2024-03-16 13:23:21,59.3595135,18.095775,30,79,143,0,2024-03-16 13:23:21,30
10031,10,2024-03-17 13:23:21,59.333033,18.0919851,33,95,287,0,2024-03-17 13:23:21,31
10032,10,2024-03-18 13:23:21,59.3143287,18.0341921,35,24,193,0,2024-03-18 13:23:21,32
10033,10,2024-03-19 13:23:21,59.2159281,18.1490218,28,85,299,0,2024-03-19 13:23:21,33
10034,10,2024-03-20 13:23:21,59.2442882,18.1896001,45,82,30,0,2024-03-20 13:23:21,34
10035,10,2024-03-21 13:23:21,59.3582519,18.0865936,56,8,103,0,2024-03-21 13:23:21,35
10036,10,2024-03-22 13:23:21,59.2606648,17.8994325,52,100,227,0,2024-03-22 13:23:21,36
10037,10,2024-03-23 13:23:21,59.2958759,18.0695,68,21,92,0,2024-03-23 13:23:21,37
10038,10,2024-03-24 13:23:21,59.3038729,18.1246976,35,58,128,0,2024-03-24 13:23:21,38
10039,10,2024-03-25 13:23:21,59.2320981,18.1601,51,1,356,0,2024-03-25 13:23:21,39
10040,10,2024-03-26 13:23:21,59.3076837,18.0769216,41,81,159,0,2024-03-26 13:23:21,40
10041,10,2024-03-27 13:23:21,59.3174227,17.7542441,43,103,356,0,2024-03-27 13:23:21,41
10042,10,2024-03-28 13:23:21,59.1998201,17.7898199,38,0,249,1,2024-03-28 13:23:21,42
10043,10,2024-03-29 13:23:21,59.2737691,18.0750589,45,26,178,0,2024-03-29 13:23:21,43
10044,10,2024-03-30 13:23:21,59.3106353,18.1599939,30,0,247,1,2024-03-30 13:23:21,44
10045,10,2024-03-31 13:23:21,59.3527134,18.1992479,32,45,272,0,2024-03-31 13:23:21,45
10046,10,2024-04-01 13:23:21,59.3382362,18.1030716,59,119,227,0,2024-04-01 13:23:21,46
10047,10,2024-04-02 13:23:21,59.3487677,18.0624861,55,67,67,0,2024-04-02 13:23:21,47
10048,10,2024-04-03 13:23:21,59.2943029,18.1095162,52,16,248,0,2024-04-03 13:23:21,48
10049,10,2024-04-04 13:23:21,59.2358865,18.1365155,57,58,162,0,2024-04-04 13:23:21,49
10050,10,2024-04-05 13:23:21,59.3600891,18.1207173,35,45,314,0,2024-04-05 13:23:21,50
10051,10,2024-04-06 13:23:21,59.2273441,18.0856541,63,62,319,0,2024-04-06 13:23:21,51
10052,10,2024-04-07 13:23:21,59.2123179,18.08354,35,0,250,1,2024-04-07 13:23:21,52
10053,10,2024-04-08 13:23:21,59.3637246,18.1227706,53,3,188,0,2024-04-08 13:23:21,53
10054,10,2024-04-09 13:23:21,59.3120361,18.218179,55,6,78,0,2024-04-09 13:23:21,54
10055,10,2024-04-10 13:23:21,59.2033108,18.0678718,66,0,123,1,2024-04-10 13:23:21,55
10056,10,2024-04-11 13:23:21,59.2886374,17.9540539,67,0,268,1,2024-04-11 13:23:21,56
10057,10,2024-04-12 13:23:21,59.2124455,17.9014228,67,0,89,1,2024-04-12 13:23:21,57
10058,10,2024-04-13 13:23:21,59.2142201,17.8298216,64,57,267,0,2024-04-13 13:23:21,58
10059,10,2024-04-14 13:23:21,59.3145657,18.0909227,70,14,168,0,2024-04-14 13:23:21,59
10060,10,2024-04-15 13:23:21,59.2031265,18.21587,53,18,121,0,2024-04-15 13:23:21,60
10061,10,2024-04-16 13:23:21,59.2328969,17.8564076,58,77,274,0,2024-04-16 13:23:21,61
10062,10,2024-04-17 13:23:21,59.3380075,17.9375822,44,116,204,0,2024-04-17 13:23:21,62
10063,10,2024-04-18 13:23:21,59.3061919,18.1094661,40,52,271,0,2024-04-18 13:23:21,63
10064,10,2024-04-19 13:23:21,59.2768206,17.904908,44,0,338,1,2024-04-19 13:23:21,64
10065,10,2024-04-20 13:23:21,59.3722131,18.0129414,66,19,23,0,2024-04-20 13:23:21,65
10066,10,2024-04-21 13:23:21,59.3316521,18.0845643,60,0,230,1,2024-04-21 13:23:21,66
10067,10,2024-04-22 13:23:21,59.2748804,18.0603286,32,87,7,0,2024-04-22 13:23:21,67
10068,10,2024-04-23 13:23:21,59.3580033,18.0202839,35,59,125,0,2024-04-23 13:23:21,68
10069,10,2024-04-24 13:23:21,59.2280895,18.2714393,65,0,354,1,2024-04-24 13:23:21,69
10070,10,2024-04-25 13:23:21,59.3686176,18.1323676,37,96,138,0,2024-04-25 13:23:21,70
10071,10,2024-04-26 13:23:21,59.2074113,17.761203,40,0,210,1,2024-04-26 13:23:21,71
10072,10,2024-04-27 13:23:21,59.3441419,18.0353285,66,41,324,0,2024-04-27 13:23:21,72
10073,10,2024-04-28 13:23:21,59.3529618,18.0658622,47,115,321,0,2024-04-28 13:23:21,73
10074,10,2024-04-29 13:23:21,59.2753526,17.9038507,61,35,304,0,2024-04-29 13:23:21,74
10075,10,2024-04-30 13:23:21,59.3345068,18.0126633,29,23,83,0,2024-04-30 13:23:21,75
10076,10,2024-05-01 13:23:21,59.2595014,18.1843998,51,0,354,1,2024-05-01 13:23:21,76
10077,10,2024-05-02 13:23:21,59.2712665,17.994918,37,0,299,1,2024-05-02 13:23:21,77
10078,10,2024-05-03 13:23:21,59.273143,17.9223183,58,77,359,0,2024-05-03 13:23:21,78
10079,10,2024-05-04 13:23:21,59.3798536,18.1839215,59,25,248,0,2024-05-04 13:23:21,79
10080,10,2024-05-05 13:23:21,59.3554683,18.295843,53,44,148,0,2024-05-05 13:23:21,80
10081,10,2024-05-06 13:23:21,59.2986176,18.0590611,38,57,15,0,2024-05-06 13:23:21,81
10082,10,2024-05-07 13:23:21,59.3491987,18.0611926,51,79,106,0,2024-05-07 13:23:21,82
10083,10,2024-05-08 13:23:21,59.2477384,18.0090762,47,64,260,0,2024-05-08 13:23:21,83
10084,10,2024-05-09 13:23:21,59.3401797,18.0318686,64,83,157,0,2024-05-09 13:23:21,84
10085,10,2024-05-10 13:23:21,59.2977415,18.1798068,45,16,360,0,2024-05-10 13:23:21,85
10086,10,2024-05-11 13:23:21,59.3751036,18.0311873,70,0,158,1,2024-05-11 13:23:21,86
10087,10,2024-05-12 13:23:21,59.2101687,17.6417572,34,56,250,0,2024-05-12 13:23:21,87
10088,10,2024-05-13 13:23:21,59.2333639,17.8673151,65,92,232,0,2024-05-13 13:23:21,88
10089,10,2024-05-14 13:23:21,59.2631487,18.0495206,34,68,38,0,2024-05-14 13:23:21,89
10090,10,2024-05-15 13:23:21,59.2945381,18.0029222,36,101,304,0,2024-05-15 13:23:21,90
11001,11,2024-02-16 13:23:21,59.3466203,18.1558804,34,8,324,0,2024-02-16 13:23:21,1
11002,11,2024-02-17 13:23:21,59.2310836,18.2186066,66,101,249,0,2024-02-17 13:23:21,2
11003,11,2024-02-18 13:23:21,59.2675661,18.0086801,41,94,251,0,2024-02-18 13:23:21,3
11004,11,2024-02-19 13:23:21,59.3292591,17.9193346,39,70,147,0,2024-02-19 13:23:21,4
11005,11,2024-02-20 13:23:21,59.3851009,17.9378087,45,67,264,0,2024-02-20 13:23:21,5
11006,11,2024-02-21 13:23:21,59.1949492,18.0919467,48,105,69,0,2024-02-21 13:23:21,6
11007,11,2024-02-22 13:23:21,59.3447748,18.034811,33,60,75,0,2024-02-22 13:23:21,7
11008,11,2024-02-23 13:23:21,59.204767,17.6627696,49,48,172,0,2024-02-23 13:23:21,8
11009,11,2024-02-24 13:23:21,59.3306739,18.0333361,47,63,356,0,2024-02-24 13:23:21,9
11010,11,2024-02-25 13:23:21,59.2857709,17.9108296,32,38,254,0,2024-02-25 13:23:21,10
11011,11,2024-02-26 13:23:21,59.37235,17.9799779,51,54,248,0,2024-02-26 13:23:21,11
11012,11,2024-02-27 13:23:21,59.3395881,18.0381471,67,63,225,0,2024-02-27 13:23:21,12
11013,11,2024-02-28 13:23:21,59.3393488,18.0982173,30,28,216,0,2024-02-28 13:23:21,13
11014,11,2024-02-29 13:23:21,59.2410353,18.1818729,36,85,4,0,2024-02-29 13:23:21,14
11015,11,2024-03-01 13:23:21,59.2542746,18.1814056,65,0,326,1,2024-03-01 13:23:21,15
11016,11,2024-03-02 13:23:21,59.3281863,18.0467903,39,90,145,0,2024-03-02 13:23:21,16
11017,11,2024-03-03 13:23:21,59.3626604,17.9636942,28,0,350,1,2024-03-03 13:23:21,17
11018,11,2024-03-04 13:23:21,59.3098591,18.0710491,28,55,80,0,2024-03-04 13:23:21,18
11019,11,2024-03-05 13:23:21,59.3080988,17.9604139,64,0,45,1,2024-03-05 13:23:21,19
11020,11,2024-03-06 13:23:21,59.3380561,18.099298,42,36,330,0,2024-03-06 13:23:21,20
11021,11,2024-03-07 13:23:21,59.2001274,17.7817374,29,72,93,0,2024-03-07 13:23:21,21
11022,11,2024-03-08 13:23:21,59.2594383,17.8590638,30,8,98,0,2024-03-08 13:23:21,22
11023,11,2024-03-09 13:23:21,59.2943643,17.998543,37,27,134,0,2024-03-09 13:23:21,23
11024,11,2024-03-10 13:23:21,59.2558746,18.0286756,44,76,43,0,2024-03-10 13:23:21,24
11025,11,2024-03-11 13:23:21,59.3462493,18.0761693,37,6,92,0,2024-03-11 13:23:21,25
11026,11,2024-03-12 13:23:21,59.3645927,18.1347333,63,46,86,0,2024-03-12 13:23:21,26
11027,11,2024-03-13 13:23:21,59.2933861,17.9709154,33,105,147,0,2024-03-13 13:23:21,27
11028,11,2024-03-14 13:23:21,59.2575484,18.0202058,66,71,20,0,2024-03-14 13:23:21,28
11029,11,2024-03-15 13:23:21,59.3595135,18.095775,30,0,146,1,2024-03-15 13:23:21,29
11030,11,2024-03-16 13:23:21,59.333033,18.0919851,67,0,236,1,2024-03-16 13:23:21,30
11031,11,2024-03-17 13:23:21,59.3143287,18.0341921,38,40,334,0,2024-03-17 13:23:21,31
11032,11,2024-03-18 13:23:21,59.2159281,18.1490218,28,48,149,0,2024-03-18 13:23:21,32
11033,11,2024-03-19 13:23:21,59.2442882,18.1896001,53,74,343,0,2024-03-19 13:23:21,33
11034,11,2024-03-20 13:23:21,59.3582519,18.0865936,43,45,219,0,2024-03-20 13:23:21,34
11035,11,2024-03-21 13:23:21,59.2606648,17.8994325,34,33,247,0,2024-03-21 13:23:21,35
11036,11,2024-03-22 13:23:21,59.2958759,18.0695,41,102,56,0,2024-03-22 13:23:21,36
11037,11,2024-03-23 13:23:21,59.3038729,18.1246976,42,105,225,0,2024-03-23 13:23:21,37
11038,11,2024-03-24 13:23:21,59.2320981,18.1601,55,97,73,0,2024-03-24 13:23:21,38
11039,11,2024-03-25 13:23:21,59.3076837,18.0769216,44,23,200,0,2024-03-25 13:23:21,39
11040,11,2024-03-26 13:23:21,59.3174227,17.7542441,55,114,98,0,2024-03-26 13:23:21,40
11041,11,2024-03-27 13:23:21,59.1998201,17.7898199,32,95,240,0,2024-03-27 13:23:21,41
11042,11,2024-03-28 13:23:21,59.2737691,18.0750589,64,47,252,0,2024-03-28 13:23:21,42
11043,11,2024-03-29 13:23:21,59.3106353,18.1599939,62,111,352,0,2024-03-29 13:23:21,43
11044,11,2024-03-30 13:23:21,59.3527134,18.1992479,44,70,281,0,2024-03-30 13:23:21,44
11045,11,2024-03-31 13:23:21,59.3382362,18.1030716,57,14,8,0,2024-03-31 13:23:21,45
11046,11,2024-04-01 13:23:21,59.3487677,18.0624861,55,64,189,0,2024-04-01 13:23:21,46
11047,11,2024-04-02 13:23:21,59.2943029,18.1095162,51,92,125,0,2024-04-02 13:23:21,47
11048,11,2024-04-03 13:23:21,59.2358865,18.1365155,48,109,323,0,2024-04-03 13:23:21,48
11049,11,2024-04-04 13:23:21,59.3600891,18.1207173,44,110,234,0,2024-04-04 13:23:21,49
11050,11,2024-04-05 13:23:21,59.2273441,18.0856541,36,0,229,1,2024-04-05 13:23:21,50
11051,11,2024-04-06 13:23:21,59.2123179,18.08354,68,102,286,0,2024-04-06 13:23:21,51
11052,11,2024-04-07 13:23:21,59.3637246,18.1227706,53,79,234,0,2024-04-07 13:23:21,52
11053,11,2024-04-08 13:23:21,59.3120361,18.218179,45,14,302,0,2024-04-08 13:23:21,53
11054,11,2024-04-09 13:23:21,59.2033108,18.0678718,34,76,26,0,2024-04-09 13:23:21,54
11055,11,2024-04-10 13:23:21,59.2886374,17.9540539,40,100,201,0,2024-04-10 13:23:21,55
11056,11,2024-04-11 13:23:21,59.2124455,17.9014228,62,0,36,1,2024-04-11 13:23:21,56
11057,11,2024-04-12 13:23:21,59.2142201,17.8298216,33,75,42,0,2024-04-12 13:23:21,57
11058,11,2024-04-13 13:23:21,59.3145657,18.0909227,66,0,203,1,2024-04-13 13:23:21,58
11059,11,2024-04-14 13:23:21,59.2031265,18.21587,40,41,152,0,2024-04-14 13:23:21,59
11060,11,2024-04-15 13:23:21,59.2328969,17.8564076,48,99,268,0,2024-04-15 13:23:21,60
11061,11,2024-04-16 13:23:21,59.3380075,17.9375822,44,111,229,0,2024-04-16 13:23:21,61
11062,11,2024-04-17 13:23:21,59.3061919,18.1094661,60,40,60,0,2024-04-17 13:23:21,62
11063,11,2024-04-18 13:23:21,59.2768206,17.904908,47,37,89,0,2024-04-18 13:23:21,63
11064,11,2024-04-19 13:23:21,59.3722131,18.0129414,70,11,110,0,2024-04-19 13:23:21,64
11065,11,2024-04-20 13:23:21,59.3316521,18.0845643,61,68,55,0,2024-04-20 13:23:21,65
11066,11,2024-04-21 13:23:21,59.2748804,18.0603286,38,57,132,0,2024-04-21 13:23:21,66
11067,11,2024-04-22 13:23:21,59.3580033,18.0202839,32,60,33,0,2024-04-22 13:23:21,67
11068,11,2024-04-23 13:23:21,59.2280895,18.2714393,66,80,108,0,2024-04-23 13:23:21,68
11069,11,2024-04-24 13:23:21,59.3686176,18.1323676,60,3,298,0,2024-04-24 13:23:21,69
11070,11,2024-04-25 13:23:21,59.2074113,17.761203,43,89,173,0,2024-04-25 13:23:21,70
11071,11,2024-04-26 13:23:21,59.3441419,18.0353285,64,100,22,0,2024-04-26 13:23:21,71
11072,11,2024-04-27 13:23:21,59.3529618,18.0658622,61,0,302,1,2024-04-27 13:23:21,72
11073,11,2024-04-28 13:23:21,59.2753526,17.9038507,57,0,342,1,2024-04-28 13:23:21,73
11074,11,2024-04-29 13:23:21,59.3345068,18.0126633,40,21,212,0,2024-04-29 13:23:21,74
11075,11,2024-04-30 13:23:21,59.2595014,18.1843998,53,32,273,0,2024-04-30 13:23:21,75
11076,11,2024-05-01 13:23:21,59.2712665,17.994918,60,60,250,0,2024-05-01 13:23:21,76
11077,11,2024-05-02 13:23:21,59.273143,17.9223183,59,15,85,0,2024-05-02 13:23:21,77
11078,11,2024-05-03 13:23:21,59.3798536,18.1839215,42,0,277,1,2024-05-03 13:23:21,78
11079,11,2024-05-04 13:23:21,59.3554683,18.295843,36,84,338,0,2024-05-04 13:23:21,79
11080,11,2024-05-05 13:23:21,59.2986176,18.0590611,54,106,333,0,2024-05-05 13:23:21,80
11081,11,2024-05-06 13:23:21,59.3491987,18.0611926,38,115,72,0,2024-05-06 13:23:21,81
11082,11,2024-05-07 13:23:21,59.2477384,18.0090762,35,112,185,0,2024-05-07 13:23:21,82
11083,11,2024-05-08 13:23:21,59.3401797,18.0318686,56,79,132,0,2024-05-08 13:23:21,83
11084,11,2024-05-09 13:23:21,59.2977415,18.1798068,64,102,151,0,2024-05-09 13:23:21,84
11085,11,2024-05-10 13:23:21,59.3751036,18.0311873,55,103,347,0,2024-05-10 13:23:21,85
11086,11,2024-05-11 13:23:21,59.2101687,17.6417572,40,30,194,0,2024-05-11 13:23:21,86
11087,11,2024-05-12 13:23:21,59.2333639,17.8673151,68,34,337,0,2024-05-12 13:23:21,87
11088,11,2024-05-13 13:23:21,59.2631487,18.0495206,56,0,310,1,2024-05-13 13:23:21,88
11089,11,2024-05-14 13:23:21,59.2945381,18.0029222,51,48,159,0,2024-05-14 13:23:21,89
11090,11,2024-05-15 13:23:21,59.287509,17.9444315,68,85,201,0,2024-05-15 13:23:21,90
12001,12,2024-02-16 13:23:21,59.2310836,18.2186066,39,17,328,0,2024-02-16 13:23:21,1
12002,12,2024-02-17 13:23:21,59.2675661,18.0086801,61,0,106,1,2024-02-17 13:23:21,2
12003,12,2024-02-18 13:23:21,59.3292591,17.9193346,50,91,231,0,2024-02-18 13:23:21,3
